trip_id,pickup_datetime,pickup_location,trip_type,distance_miles,duration_minutes,fare_amount
370,2026-01-16 11:10:25,Trafford Centre,Premium,8.68,42.0,12.84
371,2025-10-17 12:03:32,Old Trafford,Business,20.5,42.0,39.87
372,2025-09-17 03:49:58,Stockport,Airport,8.91,44.0,14.06
373,2026-05-02 22:27:43,Deansgate,Airport,31.88,71.0,59.39
374,2026-04-29 13:52:35,Deansgate,Premium,7.01,20.0,19.22
375,2026-03-31 10:25:43,MediaCityUK,Airport,25.57,91.0,45.78
376,2025-10-03 05:38:10,Piccadilly,Premium,15.21,32.0,29.44
377,2026-05-28 10:34:35,Stockport,Premium,27.1,71.0,67.27
378,2025-08-12 12:12:08,Manchester Airport,Airport,33.87,103.0,61.51
379,2025-08-13 02:41:34,Trafford Centre,Business,28.27,67.0,71.35
380,2025-10-04 15:31:38,Deansgate,Business,19.96,41.0,48.91
381,2026-03-07 13:47:46,Salford Quays,Standard,10.5,28.0,22.24
382,2025-07-19 09:33:16,Piccadilly,Premium,13.63,32.0,21.32
383,2025-08-05 21:18:34,Salford Quays,Business,27.73,134.0,49.18
384,2025-08-18 02:13:59,Trafford Centre,Business,19.0,89.0,40.68
385,2026-06-13 04:30:52,Piccadilly,Premium,25.02,69.0,59.13
386,2025-09-05 15:32:10,Stockport,Airport,18.75,41.0,44.88
387,2026-06-15 17:18:25,Old Trafford,Standard,12.62,53.0,25.17
388,2025-12-27 19:55:08,Piccadilly,Business,24.06,87.0,49.97
389,2025-10-23 06:49:57,Stockport,Business,23.06,52.0,39.89
390,2025-08-01 13:05:19,Stockport,Business,20.28,100.0,54.1
391,2025-09-09 09:21:29,Salford Quays,Business,31.81,92.0,48.74
392,2026-05-11 07:18:05,Piccadilly,Standard,9.28,40.0,19.35
393,2025-11-26 07:00:13,Trafford Centre,Standard,24.41,102.0,61.6
394,2025-07-15 02:25:03,Deansgate,Business,2.48,9.0,5.67
395,2026-06-06 03:46:20,Trafford Centre,Airport,9.59,27.0,19.49
396,2025-08-28 02:31:06,MediaCityUK,Standard,28.08,90.0,53.68
397,2026-02-06 19:11:24,Piccadilly,Standard,21.7,103.0,37.19
398,2026-02-13 22:04:28,Trafford Centre,Business,33.69,163.0,59.99
399,2026-03-23 10:46:17,Salford Quays,Standard,25.03,73.0,38.64
400,2026-06-06 23:54:05,Piccadilly,Standard,24.83,109.0,33.79
401,2026-03-16 20:53:02,Piccadilly,Standard,23.34,71.0,38.64
402,2025-10-16 21:22:30,Salford Quays,Standard,29.36,130.0,64.4
403,2025-12-19 17:33:08,MediaCityUK,Airport,13.84,59.0,29.51
404,2025-12-29 06:28:14,Manchester Airport,Business,33.53,133.0,82.0
405,2025-11-08 02:06:10,Salford Quays,Business,4.67,22.0,11.31
406,2026-01-09 15:08:23,Manchester Airport,Airport,32.07,131.0,75.29
407,2026-01-13 10:22:55,Deansgate,Premium,16.34,55.0,28.16
408,2025-10-15 12:32:15,Salford Quays,Standard,4.02,17.0,5.74
409,2026-03-16 17:30:25,Salford Quays,Business,19.5,62.0,40.92
410,2025-07-08 12:10:55,Stockport,Business,22.3,87.0,44.53
411,2025-09-16 11:37:53,Salford Quays,Business,28.38,72.0,54.58
412,2026-05-26 05:46:34,Stockport,Airport,4.27,15.0,6.7
413,2026-03-24 09:05:01,Old Trafford,Premium,1.12,2.0,1.64
414,2025-09-04 13:14:44,Deansgate,Airport,23.29,70.0,53.94
415,2025-12-20 10:23:24,MediaCityUK,Business,12.41,35.0,22.49
416,2025-09-09 21:57:15,Trafford Centre,Premium,12.81,42.0,33.66
417,2025-07-16 18:41:00,Manchester Airport,Standard,3.67,13.0,7.31
418,2025-08-30 14:57:58,Deansgate,Airport,3.67,13.0,8.1
419,2025-11-11 10:33:17,Old Trafford,Premium,2.71,13.0,3.68
420,2025-11-02 02:40:37,Salford Quays,Business,2.21,9.0,3.08
421,2026-01-15 05:51:28,Piccadilly,Standard,29.42,68.0,36.27
422,2025-12-10 03:37:18,MediaCityUK,Airport,10.25,45.0,26.98
423,2025-10-02 14:09:21,Old Trafford,Airport,27.07,56.0,74.53
424,2026-03-18 21:21:22,Deansgate,Business,28.5,93.0,38.53
425,2025-07-28 14:36:23,Trafford Centre,Premium,16.86,34.0,30.7
426,2026-05-05 09:03:55,Old Trafford,Standard,7.24,30.0,14.13
427,2025-09-06 20:21:09,Old Trafford,Standard,18.05,86.0,23.32
428,2025-12-09 08:42:49,Old Trafford,Business,13.63,32.0,24.63
429,2025-12-07 22:46:23,Trafford Centre,Standard,24.93,68.0,67.71
430,2025-08-11 14:22:29,Piccadilly,Standard,18.65,66.0,27.4
431,2025-11-14 09:16:06,Trafford Centre,Premium,22.1,57.0,32.33
432,2026-01-01 05:39:41,Trafford Centre,Airport,16.46,76.0,21.93
433,2025-11-17 03:48:11,Salford Quays,Airport,30.88,74.0,54.6
434,2025-08-04 09:44:16,Piccadilly,Standard,2.31,9.0,6.37
435,2026-02-25 01:11:46,Trafford Centre,Business,26.46,96.0,44.51
436,2026-01-29 22:54:33,Old Trafford,Premium,8.79,36.0,10.69
437,2026-02-10 11:09:21,Trafford Centre,Airport,4.05,19.0,11.06
438,2026-01-12 16:18:30,Manchester Airport,Premium,6.01,23.0,15.12
439,2025-11-15 04:01:01,Trafford Centre,Airport,2.21,10.0,3.05
440,2025-09-22 17:31:35,Trafford Centre,Standard,11.93,57.0,28.42
441,2026-03-08 04:20:05,Salford Quays,Business,20.98,51.0,51.09
442,2025-07-03 22:51:45,Stockport,Business,1.98,4.0,3.99
443,2025-12-29 10:57:39,Deansgate,Airport,28.36,125.0,56.86
444,2025-08-24 12:37:51,MediaCityUK,Premium,14.28,44.0,28.9
445,2026-03-06 23:38:16,Salford Quays,Premium,25.16,107.0,68.0
446,2026-01-16 11:30:23,Deansgate,Business,11.68,25.0,31.17
447,2026-06-13 23:04:12,Stockport,Standard,9.23,21.0,17.84
448,2026-02-15 00:13:17,Piccadilly,Business,7.52,38.0,9.83
449,2025-10-19 22:06:16,Manchester Airport,Premium,17.92,65.0,28.17
450,2025-07-25 04:08:59,Salford Quays,Business,14.27,31.0,24.27
451,2026-02-09 07:14:01,Deansgate,Airport,23.62,102.0,61.89
452,2025-12-06 10:22:31,MediaCityUK,Standard,31.48,131.0,84.91
453,2025-12-29 12:05:24,Deansgate,Premium,6.93,34.0,16.71
454,2025-10-30 02:51:53,Manchester Airport,Business,26.22,61.0,47.53
455,2026-06-20 21:02:23,Manchester Airport,Airport,8.82,21.0,20.21
456,2025-06-25 08:53:16,Old Trafford,Airport,25.78,57.0,39.31
457,2026-01-23 09:10:22,Old Trafford,Business,3.63,10.0,5.26
458,2026-05-30 06:18:56,MediaCityUK,Business,31.46,121.0,54.17
459,2025-11-15 06:31:27,Deansgate,Premium,4.14,19.0,9.74
460,2025-11-29 11:03:31,Piccadilly,Standard,21.53,64.0,44.0
461,2025-12-04 20:22:58,Manchester Airport,Standard,19.61,68.0,25.88
462,2025-12-18 09:23:11,Old Trafford,Business,18.2,76.0,31.97
463,2025-08-05 12:21:01,Piccadilly,Standard,25.37,75.0,69.92
464,2026-01-17 06:35:09,MediaCityUK,Standard,16.97,43.0,43.69
465,2026-06-10 06:28:16,Salford Quays,Standard,6.39,24.0,16.3
466,2025-07-03 22:36:35,Piccadilly,Premium,17.63,78.0,35.74
467,2026-04-02 00:17:32,Deansgate,Airport,24.09,73.0,57.86
468,2026-05-20 01:03:33,Stockport,Airport,8.69,19.0,20.85
469,2026-01-22 08:17:59,Old Trafford,Premium,14.86,45.0,32.81
470,2026-01-09 21:08:05,Trafford Centre,Business,21.73,74.0,30.42
471,2025-12-01 04:18:44,Deansgate,Premium,21.35,65.0,29.61
472,2026-03-23 19:24:40,MediaCityUK,Airport,3.56,8.0,9.45
473,2025-09-24 23:47:28,Salford Quays,Business,16.29,39.0,22.8
474,2025-09-04 21:27:38,Piccadilly,Premium,26.47,79.0,64.19
475,2026-02-24 17:07:46,Salford Quays,Premium,13.2,62.0,16.38
476,2025-12-22 04:04:41,Old Trafford,Premium,15.64,58.0,33.47
477,2025-09-25 05:37:27,Piccadilly,Standard,6.57,23.0,16.44
478,2025-10-17 02:58:37,Trafford Centre,Premium,22.45,61.0,37.33
479,2025-11-20 13:29:38,Manchester Airport,Business,15.27,63.0,28.81
480,2025-12-01 18:14:05,Old Trafford,Standard,20.87,71.0,51.38
481,2026-01-12 17:20:16,Old Trafford,Business,22.55,104.0,33.7
482,2025-09-24 05:30:10,Trafford Centre,Airport,30.13,101.0,70.79
483,2026-06-04 23:39:12,Manchester Airport,Premium,34.07,132.0,55.1
484,2025-08-22 21:35:07,MediaCityUK,Business,32.97,109.0,84.47
485,2025-12-30 01:00:44,Trafford Centre,Business,2.83,13.0,6.97
486,2025-10-23 08:08:47,MediaCityUK,Standard,31.68,76.0,56.96
487,2025-09-29 07:05:48,Deansgate,Premium,2.11,7.0,5.12
488,2025-08-31 20:13:42,Manchester Airport,Standard,30.58,147.0,60.98
489,2026-01-21 12:24:48,Old Trafford,Standard,34.65,154.0,57.71
490,2025-11-15 10:11:18,Trafford Centre,Business,12.0,55.0,18.45
491,2026-04-22 18:14:40,Deansgate,Business,29.19,81.0,55.11
492,2025-11-25 22:44:19,Old Trafford,Standard,1.78,8.0,3.66
493,2025-08-24 08:53:43,Piccadilly,Airport,11.81,36.0,28.47
494,2025-12-10 08:08:29,Trafford Centre,Business,5.8,20.0,15.03
495,2025-08-21 22:38:10,Manchester Airport,Airport,31.78,105.0,76.79
496,2026-01-23 09:01:32,Manchester Airport,Airport,24.48,88.0,30.94
497,2025-07-07 06:21:36,Old Trafford,Standard,28.15,98.0,51.32
498,2025-10-14 09:02:49,Manchester Airport,Airport,16.77,69.0,20.22
499,2025-11-03 17:54:28,Manchester Airport,Business,5.02,13.0,8.45
500,2025-09-06 08:43:22,Trafford Centre,Business,30.71,103.0,79.11
501,2026-01-01 08:55:56,Manchester Airport,Premium,4.06,13.0,10.95
502,2026-01-14 23:50:30,Salford Quays,Business,9.06,26.0,22.11
503,2025-09-07 23:29:14,Piccadilly,Standard,17.73,38.0,23.92
504,2025-10-25 18:58:15,Manchester Airport,Standard,23.07,63.0,47.9
505,2025-07-29 17:20:58,Manchester Airport,Premium,22.3,81.0,51.34
506,2025-06-28 00:47:00,Old Trafford,Standard,15.61,52.0,41.63
507,2025-07-20 09:16:03,Old Trafford,Premium,23.88,89.0,58.69
508,2026-04-25 21:30:37,MediaCityUK,Premium,19.19,91.0,50.78
509,2026-04-27 16:54:21,Old Trafford,Airport,10.79,43.0,16.95
510,2026-02-15 02:59:08,Trafford Centre,Premium,10.86,24.0,28.52
511,2025-09-14 12:16:28,MediaCityUK,Business,28.01,102.0,54.94
512,2026-05-12 17:44:36,Stockport,Standard,9.06,20.0,18.7
513,2026-06-17 07:12:02,Stockport,Airport,1.39,4.0,3.62
514,2025-09-30 19:45:37,Manchester Airport,Premium,28.26,59.0,67.62
515,2025-07-16 20:13:03,Salford Quays,Airport,22.06,81.0,33.07
516,2025-11-01 05:45:35,MediaCityUK,Premium,34.85,83.0,86.4
517,2025-08-25 20:37:28,Piccadilly,Premium,28.49,58.0,78.37
518,2026-02-15 11:48:01,Salford Quays,Standard,8.21,29.0,17.17
519,2025-09-19 10:07:23,Salford Quays,Premium,14.64,50.0,19.52
520,2025-06-27 05:53:30,Piccadilly,Airport,31.29,146.0,39.61
521,2026-01-25 22:07:03,Manchester Airport,Premium,3.41,15.0,9.49
522,2026-01-09 22:36:51,Stockport,Standard,2.68,11.0,7.18
523,2025-11-29 23:32:27,Manchester Airport,Airport,30.92,75.0,78.02
524,2026-04-08 15:47:02,Stockport,Premium,31.94,84.0,55.36
525,2025-10-24 00:42:55,Old Trafford,Premium,4.68,12.0,8.79
526,2026-06-02 01:11:39,Stockport,Airport,25.07,96.0,41.26
527,2025-10-20 07:18:35,Stockport,Standard,31.69,117.0,53.87
528,2026-04-30 12:50:32,Deansgate,Premium,13.76,36.0,32.47
529,2025-12-13 04:58:29,Manchester Airport,Standard,29.72,92.0,40.02
530,2026-01-12 09:48:34,Old Trafford,Airport,7.52,34.0,18.01
531,2025-12-15 23:32:57,Salford Quays,Standard,12.69,46.0,31.87
532,2025-07-09 02:40:31,Salford Quays,Premium,9.25,44.0,23.38
533,2025-11-10 03:20:12,MediaCityUK,Airport,32.64,152.0,88.04
534,2026-03-26 12:24:39,Piccadilly,Premium,26.9,126.0,43.15
535,2026-01-05 07:44:15,Stockport,Premium,10.16,34.0,23.31
536,2026-04-01 08:37:25,Stockport,Business,15.46,47.0,35.18
537,2025-11-11 15:30:11,Manchester Airport,Airport,8.05,30.0,21.41
538,2026-03-13 04:27:33,Salford Quays,Standard,29.89,90.0,64.33
539,2026-06-03 17:35:17,MediaCityUK,Standard,9.61,37.0,22.36
540,2025-11-12 17:41:04,Deansgate,Standard,15.0,70.0,27.75
541,2025-10-27 00:33:24,Old Trafford,Premium,1.33,5.0,2.8
542,2025-12-18 08:53:38,Salford Quays,Premium,3.22,8.0,7.43
543,2025-12-31 10:39:27,Stockport,Airport,29.67,130.0,53.8
544,2025-08-26 00:16:11,Deansgate,Standard,21.09,78.0,41.3
545,2026-04-21 11:31:45,Manchester Airport,Standard,3.02,6.0,4.63
546,2025-06-25 03:08:28,Salford Quays,Premium,8.09,26.0,10.64
547,2025-11-28 09:02:25,Trafford Centre,Airport,26.64,75.0,54.13
548,2025-08-07 20:48:05,Salford Quays,Standard,21.78,58.0,30.4
549,2026-04-03 08:26:54,Salford Quays,Standard,21.98,71.0,57.28
550,2025-09-09 23:38:16,Old Trafford,Standard,31.49,100.0,81.79
551,2026-04-10 00:43:20,Trafford Centre,Standard,27.23,74.0,68.75
552,2026-02-06 16:46:36,Trafford Centre,Premium,7.12,15.0,19.69
553,2025-06-27 07:34:56,Stockport,Premium,12.83,35.0,33.0
554,2025-07-16 14:07:16,Piccadilly,Premium,29.28,92.0,72.51
555,2025-11-06 09:27:41,Trafford Centre,Airport,2.53,7.0,4.95
556,2026-06-22 20:28:08,Manchester Airport,Airport,7.02,19.0,18.55
557,2026-01-08 12:01:45,Old Trafford,Business,28.97,70.0,54.18
558,2025-07-19 05:14:35,Piccadilly,Premium,7.26,30.0,15.88
559,2025-06-30 02:50:34,Old Trafford,Business,24.14,86.0,31.15
560,2025-08-01 01:43:06,Trafford Centre,Standard,11.52,46.0,18.48
561,2026-04-25 16:04:48,Trafford Centre,Business,17.8,83.0,27.25
562,2025-08-21 09:50:56,Piccadilly,Business,34.56,115.0,53.58
563,2025-09-20 19:59:13,Deansgate,Airport,10.5,43.0,19.22
564,2025-11-26 07:15:00,Salford Quays,Standard,24.77,70.0,32.37
565,2025-10-19 13:11:53,Salford Quays,Premium,32.41,146.0,77.84
566,2025-10-03 16:54:10,Old Trafford,Airport,19.66,52.0,38.7
567,2025-10-04 10:45:33,Stockport,Business,24.86,64.0,65.46
568,2025-09-25 15:37:11,Old Trafford,Standard,16.55,54.0,20.95
569,2026-03-10 06:31:48,Trafford Centre,Business,20.83,100.0,29.87
570,2025-10-22 23:14:44,Trafford Centre,Airport,33.27,89.0,84.94
571,2026-01-07 04:20:10,Salford Quays,Business,4.97,22.0,6.41
572,2026-01-27 16:43:18,Old Trafford,Premium,19.12,50.0,39.88
573,2025-11-12 23:11:01,Old Trafford,Airport,10.24,41.0,24.11
574,2025-09-12 11:21:21,Stockport,Airport,25.56,53.0,53.1
575,2025-10-17 23:03:54,Salford Quays,Standard,17.75,64.0,22.08
576,2026-05-08 13:23:17,MediaCityUK,Premium,11.23,49.0,29.61
577,2025-07-05 17:11:21,Piccadilly,Premium,32.67,115.0,83.9
578,2025-08-07 15:54:39,Deansgate,Premium,32.37,77.0,73.0
579,2025-07-26 14:21:12,Manchester Airport,Business,20.02,91.0,36.57
580,2025-06-30 05:18:29,Manchester Airport,Premium,1.84,7.0,4.86
581,2025-07-13 23:54:18,Salford Quays,Premium,5.7,19.0,7.23
582,2026-05-27 15:42:18,Salford Quays,Premium,4.12,13.0,11.38
583,2025-09-03 05:29:40,Old Trafford,Standard,12.64,32.0,22.4
584,2026-03-08 02:33:48,Piccadilly,Premium,32.33,118.0,62.54
585,2026-04-04 06:03:30,Salford Quays,Standard,10.85,50.0,19.14
586,2026-06-15 05:08:13,Stockport,Standard,26.81,97.0,60.87
587,2025-12-05 10:53:35,Trafford Centre,Business,30.36,122.0,40.99
588,2025-10-02 18:29:50,Manchester Airport,Standard,16.22,68.0,23.44
589,2026-04-05 11:39:21,Trafford Centre,Business,2.17,9.0,4.4
590,2025-09-29 03:43:47,Piccadilly,Airport,27.71,88.0,43.98
591,2025-08-13 03:11:40,Old Trafford,Standard,7.38,29.0,9.83
592,2026-01-13 21:52:32,Manchester Airport,Premium,17.35,48.0,36.0
593,2026-04-17 09:27:45,Trafford Centre,Premium,32.02,105.0,63.12
594,2026-03-18 12:55:58,Manchester Airport,Premium,18.02,59.0,43.1
595,2025-11-03 15:48:11,Trafford Centre,Business,33.03,163.0,90.94
596,2025-08-18 16:40:45,Trafford Centre,Business,33.82,167.0,67.83
597,2025-07-03 15:05:31,Stockport,Business,9.86,24.0,13.0
598,2025-11-22 09:02:42,Salford Quays,Business,4.38,22.0,11.74
599,2025-08-20 15:05:31,Old Trafford,Premium,14.12,47.0,24.81
600,2026-02-26 00:10:56,Old Trafford,Airport,28.55,99.0,71.46
601,2026-01-14 02:47:31,Old Trafford,Business,34.71,162.0,82.67
602,2025-12-21 18:56:44,Manchester Airport,Business,5.3,19.0,14.38
603,2026-04-11 16:40:51,Manchester Airport,Airport,1.35,5.0,3.42
604,2025-11-23 18:26:10,Piccadilly,Business,30.76,102.0,70.28
605,2025-11-04 16:26:25,MediaCityUK,Standard,3.49,13.0,8.46
606,2025-06-26 16:20:20,Piccadilly,Standard,22.17,50.0,31.19
607,2025-08-16 10:07:55,Old Trafford,Airport,8.17,21.0,11.93
608,2025-07-19 09:08:03,MediaCityUK,Business,31.15,63.0,85.5
609,2025-08-13 18:36:55,Salford Quays,Premium,17.55,35.0,23.34
610,2026-05-30 22:55:00,Piccadilly,Business,25.87,117.0,48.63
611,2025-12-04 07:41:34,MediaCityUK,Premium,9.3,24.0,13.63
612,2025-07-04 12:52:29,Piccadilly,Premium,6.34,17.0,17.73
613,2026-04-17 00:59:26,Manchester Airport,Airport,30.96,115.0,81.03
614,2026-02-02 07:20:37,Manchester Airport,Standard,14.44,62.0,17.41
615,2025-10-07 12:45:13,Piccadilly,Premium,23.68,59.0,64.99
616,2025-10-19 21:20:05,Stockport,Standard,3.68,8.0,4.89
617,2025-11-04 02:09:10,Manchester Airport,Airport,4.05,20.0,10.44
618,2025-09-27 03:18:50,Salford Quays,Standard,19.44,69.0,34.26
619,2025-12-16 16:54:00,MediaCityUK,Business,3.09,9.0,3.95
620,2026-05-16 18:27:26,Deansgate,Business,5.91,27.0,7.77
621,2026-06-02 10:37:15,Piccadilly,Business,2.4,9.0,4.08
622,2025-12-06 15:30:48,Stockport,Airport,17.79,41.0,34.77
623,2025-08-06 16:10:26,Trafford Centre,Business,11.02,41.0,26.1
624,2025-11-14 00:36:46,Salford Quays,Premium,30.35,69.0,47.76
625,2026-05-27 05:10:49,MediaCityUK,Standard,4.15,16.0,6.67
626,2026-05-29 07:08:10,Stockport,Airport,12.24,47.0,32.91
627,2026-02-01 22:12:10,Deansgate,Airport,30.79,152.0,61.9
628,2026-06-03 05:02:16,Piccadilly,Business,22.99,111.0,50.47
629,2026-06-14 00:05:52,MediaCityUK,Business,17.35,50.0,31.93
630,2025-06-27 18:52:11,Manchester Airport,Standard,8.44,37.0,11.94
631,2025-11-01 11:07:11,Deansgate,Business,34.82,165.0,86.59
632,2026-03-01 17:55:19,Stockport,Premium,21.83,51.0,39.59
633,2026-05-08 17:24:53,MediaCityUK,Standard,20.98,93.0,36.12
634,2025-09-23 05:06:17,Deansgate,Business,30.53,94.0,63.31
635,2025-07-04 22:52:22,Stockport,Airport,11.82,30.0,23.99
636,2026-01-30 02:17:58,Old Trafford,Premium,4.91,16.0,5.9
637,2025-07-12 22:11:47,Piccadilly,Business,9.63,20.0,26.06
638,2026-02-28 11:01:21,Salford Quays,Airport,8.32,36.0,15.92
639,2026-03-25 14:39:48,Deansgate,Standard,33.7,164.0,70.51
640,2026-04-20 09:06:42,Trafford Centre,Standard,8.5,42.0,18.6
641,2026-06-11 19:12:28,Piccadilly,Business,5.12,13.0,9.98
642,2026-06-06 00:47:09,Trafford Centre,Premium,26.25,54.0,57.1
643,2025-08-02 03:21:17,Deansgate,Standard,27.03,78.0,67.85
644,2025-07-12 11:58:08,Salford Quays,Business,24.86,55.0,32.69
645,2025-11-09 04:18:13,Deansgate,Standard,23.7,97.0,39.96
646,2026-05-02 03:00:06,Trafford Centre,Business,19.81,97.0,36.13
647,2025-12-29 08:45:27,Old Trafford,Premium,33.38,160.0,68.26
648,2025-12-24 06:09:00,Old Trafford,Airport,16.44,79.0,41.93
649,2025-12-18 00:19:12,Trafford Centre,Airport,26.49,130.0,39.41
650,2026-04-01 16:53:00,Salford Quays,Business,20.32,52.0,48.7
651,2025-11-11 22:46:30,Manchester Airport,Airport,6.01,14.0,8.92
652,2026-03-10 19:24:16,MediaCityUK,Standard,2.99,6.0,5.55
653,2026-04-17 12:10:33,Piccadilly,Standard,6.42,18.0,17.73
654,2025-10-10 18:00:56,Old Trafford,Airport,2.7,11.0,4.82
655,2025-11-03 03:25:09,MediaCityUK,Airport,14.23,33.0,36.64
656,2025-09-08 14:48:46,Deansgate,Airport,6.95,31.0,13.13
657,2026-06-03 08:16:54,Deansgate,Standard,2.17,10.0,5.88
658,2026-03-05 02:12:03,Manchester Airport,Airport,1.2,3.0,3.3
659,2026-05-17 11:31:23,Manchester Airport,Business,32.02,153.0,76.31
660,2025-07-09 19:06:00,Manchester Airport,Airport,32.2,141.0,49.77
661,2026-01-20 23:48:11,Salford Quays,Premium,11.48,49.0,18.94
662,2026-03-05 15:29:40,Manchester Airport,Premium,23.03,114.0,63.49
663,2025-10-15 00:32:19,Stockport,Business,28.83,103.0,66.8
664,2026-01-01 22:16:55,Manchester Airport,Standard,12.05,30.0,31.56
665,2025-11-26 18:49:59,Stockport,Standard,3.24,12.0,7.89
666,2026-04-24 17:11:47,Deansgate,Standard,1.96,9.0,4.6
667,2025-10-01 13:42:05,Trafford Centre,Airport,30.13,74.0,63.09
668,2026-05-23 14:43:18,MediaCityUK,Business,17.72,84.0,25.08
669,2025-12-29 01:54:25,MediaCityUK,Business,7.83,31.0,10.24
670,2025-07-05 10:58:09,Stockport,Business,15.39,55.0,29.51
671,2026-01-27 05:07:16,Stockport,Premium,16.48,63.0,20.76
672,2026-01-02 11:40:57,Manchester Airport,Premium,12.44,29.0,19.72
673,2025-07-04 05:24:14,Salford Quays,Business,13.54,53.0,36.41
674,2025-07-30 06:46:24,Salford Quays,Standard,23.69,53.0,31.11
675,2025-08-08 21:26:48,MediaCityUK,Airport,15.2,61.0,22.14
676,2025-08-31 04:16:14,Manchester Airport,Business,21.25,48.0,38.41
677,2025-12-03 18:40:27,Salford Quays,Premium,6.45,18.0,11.47
678,2026-05-27 10:24:29,Manchester Airport,Business,21.9,71.0,55.73
679,2025-12-23 12:15:55,Piccadilly,Business,30.48,118.0,85.18
680,2025-12-12 13:41:10,Piccadilly,Standard,20.76,64.0,44.7
681,2026-05-09 07:08:30,Stockport,Premium,33.44,94.0,41.21
682,2026-01-29 13:48:45,Stockport,Business,12.94,36.0,23.69
683,2026-02-24 21:53:39,Deansgate,Business,3.36,7.0,8.17
684,2025-12-22 10:54:59,Old Trafford,Standard,13.56,43.0,26.93
685,2026-04-21 10:59:09,Old Trafford,Airport,3.15,14.0,7.24
686,2026-01-17 21:47:43,MediaCityUK,Business,2.9,6.0,5.73
687,2025-12-10 21:48:31,Old Trafford,Airport,10.48,21.0,24.56
688,2025-12-23 15:27:43,Piccadilly,Business,23.88,86.0,50.78
689,2026-06-23 16:26:47,Deansgate,Business,12.27,49.0,24.42
690,2026-01-22 02:05:34,Salford Quays,Airport,25.84,98.0,38.01
691,2026-06-21 23:21:26,Piccadilly,Business,3.09,10.0,6.05
692,2025-07-18 05:08:13,Salford Quays,Business,29.46,133.0,36.36
693,2026-04-13 19:30:07,Stockport,Business,23.63,76.0,64.46
694,2026-06-04 19:51:24,Manchester Airport,Premium,15.44,64.0,36.56
695,2025-07-21 05:17:09,Salford Quays,Standard,30.69,91.0,80.12
696,2025-10-09 09:44:39,Old Trafford,Airport,17.6,49.0,43.54
697,2025-09-04 00:06:53,Piccadilly,Standard,17.29,77.0,41.41
698,2025-11-25 00:24:53,Stockport,Airport,22.53,99.0,39.31
699,2025-09-11 21:33:35,Old Trafford,Business,13.15,49.0,25.86
700,2025-08-13 07:46:38,Salford Quays,Standard,32.79,92.0,51.89
701,2025-07-21 22:50:05,Salford Quays,Standard,34.16,97.0,77.13
702,2026-03-25 09:06:35,Manchester Airport,Business,10.82,38.0,29.21
703,2026-05-10 05:12:42,Salford Quays,Airport,5.14,24.0,10.36
704,2025-11-17 10:40:50,Trafford Centre,Premium,3.07,15.0,4.43
705,2025-08-10 00:12:25,Stockport,Business,27.08,115.0,35.61
706,2025-07-26 01:11:10,Stockport,Business,24.86,55.0,34.07
707,2026-06-02 03:20:32,Deansgate,Business,3.31,10.0,8.16
708,2025-07-21 16:25:21,Stockport,Premium,21.75,64.0,55.86
709,2025-10-13 08:05:23,Trafford Centre,Standard,2.05,8.0,5.02
710,2025-09-25 00:11:25,Old Trafford,Standard,4.81,17.0,9.31
711,2025-09-05 11:05:35,Old Trafford,Airport,22.18,82.0,55.31
712,2026-04-04 21:08:59,Trafford Centre,Airport,20.82,51.0,41.72
713,2025-10-19 03:07:54,MediaCityUK,Standard,16.73,57.0,45.66
714,2025-09-26 18:39:35,MediaCityUK,Standard,12.56,47.0,16.19
715,2025-11-20 07:54:39,Deansgate,Business,12.68,58.0,20.7
716,2025-11-20 16:50:55,Deansgate,Business,6.61,31.0,17.11
717,2025-08-05 23:15:40,Piccadilly,Premium,5.65,18.0,9.58
718,2026-04-11 01:50:03,Manchester Airport,Standard,14.79,66.0,23.6
719,2025-12-05 02:31:34,Salford Quays,Airport,7.55,31.0,18.38
720,2025-09-27 00:25:08,MediaCityUK,Premium,22.59,56.0,58.12
721,2025-12-25 23:52:30,Salford Quays,Business,17.85,86.0,46.84
722,2025-08-25 16:29:16,Trafford Centre,Standard,17.11,39.0,30.95
723,2025-07-08 18:25:06,Old Trafford,Business,19.34,93.0,25.95
724,2025-08-17 10:00:55,MediaCityUK,Standard,3.14,7.0,8.66
725,2026-03-24 18:37:39,Manchester Airport,Airport,20.3,54.0,46.09
