trip_id,full_date,day_name,month_name,year,hour_of_day,time_period,pickup_area,pickup_location_type,dropoff_area,dropoff_location_type,trip_category,distance_miles,duration_minutes,fare,tip,total_earnings,estimated_cost,net_profit,earnings_per_mile,earnings_per_hour,profit_per_hour
26675,2026-06-22,Monday,June     ,2026,21,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,21.95,79.00,54.04,0.00,54.04,6.15,47.89,2.46,41.04,36.38
14633,2026-06-22,Monday,June     ,2026,1,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,9.44,19.00,13.61,0.00,13.61,2.64,10.97,1.44,42.98,34.63
31623,2026-06-22,Monday,June     ,2026,1,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,18.52,87.00,24.97,0.00,24.97,5.19,19.78,1.35,17.22,13.64
17899,2026-06-22,Monday,June     ,2026,12,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,9.06,39.00,18.21,0.00,18.21,2.54,15.67,2.01,28.02,24.11
14450,2026-06-22,Monday,June     ,2026,0,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,25.31,119.00,68.36,0.00,68.36,7.09,61.27,2.70,34.47,30.89
45638,2026-06-22,Monday,June     ,2026,21,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,32.80,91.00,81.20,0.00,81.20,9.18,72.02,2.48,53.54,47.48
36585,2026-06-22,Monday,June     ,2026,10,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,10.99,24.00,15.07,0.00,15.07,3.08,11.99,1.37,37.68,29.98
29854,2026-06-22,Monday,June     ,2026,23,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,15.86,64.00,22.61,0.00,22.61,4.44,18.17,1.43,21.20,17.03
2540,2026-06-22,Monday,June     ,2026,14,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,28.58,58.00,75.55,0.00,75.55,8.00,67.55,2.64,78.16,69.88
9307,2026-06-22,Monday,June     ,2026,17,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,15.30,34.00,19.58,0.00,19.58,4.28,15.30,1.28,34.55,26.99
42988,2026-06-22,Monday,June     ,2026,6,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,19.47,78.00,50.22,0.00,50.22,5.45,44.77,2.58,38.63,34.44
27755,2026-06-22,Monday,June     ,2026,15,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.62,65.00,39.95,0.00,39.95,4.65,35.30,2.40,36.88,32.58
26724,2026-06-22,Monday,June     ,2026,10,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,17.93,88.00,44.88,0.00,44.88,5.02,39.86,2.50,30.60,27.18
37577,2026-06-22,Monday,June     ,2026,18,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,27.15,114.00,49.95,0.00,49.95,7.60,42.35,1.84,26.29,22.29
22082,2026-06-22,Monday,June     ,2026,19,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,18.81,64.00,50.11,0.00,50.11,5.27,44.84,2.66,46.98,42.04
3015,2026-06-22,Monday,June     ,2026,22,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,17.94,86.00,32.87,0.00,32.87,5.02,27.85,1.83,22.93,19.43
47328,2026-06-22,Monday,June     ,2026,2,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,14.50,42.00,33.90,0.00,33.90,4.06,29.84,2.34,48.43,42.63
2070,2026-06-22,Monday,June     ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,16.62,52.00,42.08,0.00,42.08,4.65,37.43,2.53,48.55,43.18
18881,2026-06-22,Monday,June     ,2026,10,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,1.32,4.00,3.11,0.00,3.11,0.37,2.74,2.36,46.65,41.11
34778,2026-06-22,Monday,June     ,2026,14,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,27.60,110.00,44.36,0.00,44.36,7.73,36.63,1.61,24.20,19.98
1263,2026-06-22,Monday,June     ,2026,0,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,30.70,116.00,83.76,0.00,83.76,8.60,75.16,2.73,43.32,38.88
30949,2026-06-22,Monday,June     ,2026,5,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,14.15,67.00,36.78,0.00,36.78,3.96,32.82,2.60,32.94,29.39
14112,2026-06-22,Monday,June     ,2026,16,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,30.95,100.00,57.55,0.00,57.55,8.67,48.88,1.86,34.53,29.33
22593,2026-06-22,Monday,June     ,2026,8,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,18.44,76.00,25.94,0.00,25.94,5.16,20.78,1.41,20.48,16.40
41375,2026-06-22,Monday,June     ,2026,6,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,3.19,10.00,6.91,0.00,6.91,0.89,6.02,2.17,41.46,36.10
29922,2026-06-22,Monday,June     ,2026,11,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,23.49,74.00,64.86,0.00,64.86,6.58,58.28,2.76,52.59,47.26
27861,2026-06-22,Monday,June     ,2026,19,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,5.70,28.00,7.71,0.00,7.71,1.60,6.11,1.35,16.52,13.10
728,2026-06-22,Monday,June     ,2026,7,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,27.67,124.00,64.84,0.00,64.84,7.75,57.09,2.34,31.37,27.63
7599,2026-06-22,Monday,June     ,2026,3,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,17.87,36.00,36.26,0.00,36.26,5.00,31.26,2.03,60.43,52.09
38524,2026-06-22,Monday,June     ,2026,1,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,28.28,105.00,38.87,0.00,38.87,7.92,30.95,1.37,22.21,17.69
29663,2026-06-22,Monday,June     ,2026,9,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,9.75,30.00,18.35,0.00,18.35,2.73,15.62,1.88,36.70,31.24
21488,2026-06-22,Monday,June     ,2026,3,Standard,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,7.98,23.00,15.43,0.00,15.43,2.23,13.20,1.93,40.25,34.42
26741,2026-06-22,Monday,June     ,2026,18,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,9.68,26.00,13.41,0.00,13.41,2.71,10.70,1.39,30.95,24.69
22418,2026-06-22,Monday,June     ,2026,14,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.45,69.00,35.94,0.00,35.94,4.61,31.33,2.18,31.25,27.25
16060,2026-06-22,Monday,June     ,2026,6,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,30.56,88.00,62.73,0.00,62.73,8.56,54.17,2.05,42.77,36.94
17727,2026-06-22,Monday,June     ,2026,12,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,14.69,65.00,18.02,0.00,18.02,4.11,13.91,1.23,16.63,12.84
33322,2026-06-22,Monday,June     ,2026,15,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,14.99,66.00,21.10,0.00,21.10,4.20,16.90,1.41,19.18,15.37
47775,2026-06-22,Monday,June     ,2026,22,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,3.96,12.00,5.71,0.00,5.71,1.11,4.60,1.44,28.55,23.01
19345,2026-06-22,Monday,June     ,2026,10,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,29.32,71.00,50.13,0.00,50.13,8.21,41.92,1.71,42.36,35.43
5657,2026-06-22,Monday,June     ,2026,7,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,10.87,44.00,15.90,0.00,15.90,3.04,12.86,1.46,21.68,17.53
26040,2026-06-22,Monday,June     ,2026,16,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,12.81,46.00,22.65,0.00,22.65,3.59,19.06,1.77,29.54,24.87
15319,2026-06-22,Monday,June     ,2026,4,Premium,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,31.54,146.00,47.63,0.00,47.63,8.83,38.80,1.51,19.57,15.94
21692,2026-06-22,Monday,June     ,2026,13,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,6.00,17.00,12.22,0.00,12.22,1.68,10.54,2.04,43.13,37.20
40396,2026-06-22,Monday,June     ,2026,14,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,11.55,37.00,24.34,0.00,24.34,3.23,21.11,2.11,39.47,34.23
8292,2026-06-22,Monday,June     ,2026,1,Premium,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,31.36,73.00,64.19,0.00,64.19,8.78,55.41,2.05,52.76,45.54
30260,2026-06-22,Monday,June     ,2026,10,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,32.84,137.00,81.37,0.00,81.37,9.20,72.17,2.48,35.64,31.61
6311,2026-06-22,Monday,June     ,2026,18,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,19.75,53.00,46.28,0.00,46.28,5.53,40.75,2.34,52.39,46.13
41882,2026-06-22,Monday,June     ,2026,9,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,13.86,31.00,36.45,0.00,36.45,3.88,32.57,2.63,70.55,63.04
5627,2026-06-22,Monday,June     ,2026,6,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,17.98,53.00,36.14,0.00,36.14,5.03,31.11,2.01,40.91,35.21
36541,2026-06-22,Monday,June     ,2026,15,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,12.37,39.00,29.54,0.00,29.54,3.46,26.08,2.39,45.45,40.12
44772,2026-06-22,Monday,June     ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,8.72,18.00,15.57,0.00,15.57,2.44,13.13,1.79,51.90,43.76
36721,2026-06-22,Monday,June     ,2026,1,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,10.22,50.00,14.94,0.00,14.94,2.86,12.08,1.46,17.93,14.49
49676,2026-06-22,Monday,June     ,2026,5,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,33.01,113.00,67.62,0.00,67.62,9.24,58.38,2.05,35.90,31.00
7982,2026-06-22,Monday,June     ,2026,8,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,33.64,126.00,54.87,0.00,54.87,9.42,45.45,1.63,26.13,21.64
13374,2026-06-22,Monday,June     ,2026,12,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,11.55,53.00,29.22,0.00,29.22,3.23,25.99,2.53,33.08,29.42
174,2026-06-22,Monday,June     ,2026,7,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,24.79,84.00,34.38,0.00,34.38,6.94,27.44,1.39,24.56,19.60
32169,2026-06-22,Monday,June     ,2026,14,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,13.20,29.00,31.55,0.00,31.55,3.70,27.85,2.39,65.28,57.63
3174,2026-06-22,Monday,June     ,2026,3,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,10.94,39.00,22.09,0.00,22.09,3.06,19.03,2.02,33.98,29.27
35130,2026-06-22,Monday,June     ,2026,17,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,32.13,134.00,60.57,0.00,60.57,9.00,51.57,1.89,27.12,23.09
37321,2026-06-22,Monday,June     ,2026,4,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,3.41,16.00,8.45,0.00,8.45,0.95,7.50,2.48,31.69,28.11
49146,2026-06-22,Monday,June     ,2026,23,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,2.30,8.00,3.29,0.00,3.29,0.64,2.65,1.43,24.68,19.85
34033,2026-06-22,Monday,June     ,2026,17,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,2.98,10.00,4.70,0.00,4.70,0.83,3.87,1.58,28.20,23.19
848,2026-06-22,Monday,June     ,2026,18,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,14.11,32.00,28.56,0.00,28.56,3.95,24.61,2.02,53.55,46.14
11622,2026-06-22,Monday,June     ,2026,21,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,1.46,4.00,2.26,0.00,2.26,0.41,1.85,1.55,33.90,27.77
37180,2026-06-22,Monday,June     ,2026,4,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,27.74,121.00,42.30,0.00,42.30,7.77,34.53,1.52,20.98,17.12
35420,2026-06-22,Monday,June     ,2026,13,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,5.58,24.00,7.56,0.00,7.56,1.56,6.00,1.35,18.90,14.99
42954,2026-06-22,Monday,June     ,2026,11,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,19.78,80.00,52.49,0.00,52.49,5.54,46.95,2.65,39.37,35.21
11900,2026-06-22,Monday,June     ,2026,20,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,9.55,36.00,22.20,0.00,22.20,2.67,19.53,2.32,37.00,32.54
47538,2026-06-22,Monday,June     ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,17.18,37.00,32.87,0.00,32.87,4.81,28.06,1.91,53.30,45.50
40688,2026-06-22,Monday,June     ,2026,1,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,10.83,49.00,26.47,0.00,26.47,3.03,23.44,2.44,32.41,28.70
14042,2026-06-22,Monday,June     ,2026,5,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,4.29,11.00,11.87,0.00,11.87,1.20,10.67,2.77,64.75,58.19
32086,2026-06-22,Monday,June     ,2026,18,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,14.22,58.00,29.90,0.00,29.90,3.98,25.92,2.10,30.93,26.81
39164,2026-06-22,Monday,June     ,2026,16,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,6.39,21.00,7.89,0.00,7.89,1.79,6.10,1.23,22.54,17.43
26544,2026-06-22,Monday,June     ,2026,19,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,31.21,150.00,44.94,0.00,44.94,8.74,36.20,1.44,17.98,14.48
23209,2026-06-22,Monday,June     ,2026,0,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,25.85,121.00,35.74,0.00,35.74,7.24,28.50,1.38,17.72,14.13
2351,2026-06-22,Monday,June     ,2026,14,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,14.88,41.00,19.34,0.00,19.34,4.17,15.17,1.30,28.30,22.21
8688,2026-06-22,Monday,June     ,2026,22,Airport,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,10.22,21.00,25.90,0.00,25.90,2.86,23.04,2.53,74.00,65.82
43839,2026-06-22,Monday,June     ,2026,20,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,30.48,131.00,64.97,0.00,64.97,8.53,56.44,2.13,29.76,25.85
31044,2026-06-22,Monday,June     ,2026,22,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,17.28,36.00,46.51,0.00,46.51,4.84,41.67,2.69,77.52,69.45
42302,2026-06-22,Monday,June     ,2026,17,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,1.48,5.00,3.31,0.00,3.31,0.41,2.90,2.24,39.72,34.75
8934,2026-06-22,Monday,June     ,2026,6,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,24.98,99.00,65.47,0.00,65.47,6.99,58.48,2.62,39.68,35.44
39554,2026-06-22,Monday,June     ,2026,21,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,21.15,81.00,40.17,0.00,40.17,5.92,34.25,1.90,29.76,25.37
40208,2026-06-22,Monday,June     ,2026,14,Standard,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,16.95,48.00,26.66,0.00,26.66,4.75,21.91,1.57,33.33,27.39
42412,2026-06-22,Monday,June     ,2026,6,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,5.78,16.00,8.20,0.00,8.20,1.62,6.58,1.42,30.75,24.68
33552,2026-06-22,Monday,June     ,2026,22,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,11.25,56.00,17.68,0.00,17.68,3.15,14.53,1.57,18.94,15.57
16801,2026-06-22,Monday,June     ,2026,21,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,27.82,106.00,42.69,0.00,42.69,7.79,34.90,1.53,24.16,19.75
41446,2026-06-22,Monday,June     ,2026,4,Premium,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,31.61,136.00,84.89,0.00,84.89,8.85,76.04,2.69,37.45,33.55
14410,2026-06-22,Monday,June     ,2026,8,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,10.06,48.00,23.87,0.00,23.87,2.82,21.05,2.37,29.84,26.32
40818,2026-06-22,Monday,June     ,2026,8,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,32.87,98.00,74.32,0.00,74.32,9.20,65.12,2.26,45.50,39.87
13092,2026-06-22,Monday,June     ,2026,15,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,18.17,50.00,34.26,0.00,34.26,5.09,29.17,1.89,41.11,35.01
23951,2026-06-22,Monday,June     ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,3.69,13.00,8.29,0.00,8.29,1.03,7.26,2.25,38.26,33.49
23032,2026-06-22,Monday,June     ,2026,20,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,17.03,37.00,22.37,0.00,22.37,4.77,17.60,1.31,36.28,28.54
37719,2026-06-22,Monday,June     ,2026,17,Business,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,2.45,6.00,3.97,0.00,3.97,0.69,3.28,1.62,39.70,32.84
11691,2026-06-22,Monday,June     ,2026,10,Standard,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,34.92,102.00,75.05,0.00,75.05,9.78,65.27,2.15,44.15,38.40
11963,2026-06-22,Monday,June     ,2026,21,Airport,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,21.27,85.00,32.73,0.00,32.73,5.96,26.77,1.54,23.10,18.90
44826,2026-06-22,Monday,June     ,2026,13,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,16.57,58.00,31.68,0.00,31.68,4.64,27.04,1.91,32.77,27.97
32707,2026-06-22,Monday,June     ,2026,8,Airport,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,12.40,41.00,26.06,0.00,26.06,3.47,22.59,2.10,38.14,33.06
28540,2026-06-22,Monday,June     ,2026,23,Standard,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,17.58,80.00,42.94,0.00,42.94,4.92,38.02,2.44,32.21,28.51
12438,2026-06-22,Monday,June     ,2026,21,Airport,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,12.97,49.00,19.21,0.00,19.21,3.63,15.58,1.48,23.52,19.08
23664,2026-06-22,Monday,June     ,2026,21,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,7.73,30.00,11.68,0.00,11.68,2.16,9.52,1.51,23.36,19.03
24752,2026-06-22,Monday,June     ,2026,1,Premium,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,2.86,14.00,4.76,0.00,4.76,0.80,3.96,1.66,20.40,16.97
47878,2026-06-22,Monday,June     ,2026,7,Business,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,13.88,62.00,21.01,0.00,21.01,3.89,17.12,1.51,20.33,16.57
12081,2026-06-22,Monday,June     ,2026,10,Standard,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,9.51,23.00,15.97,0.00,15.97,2.66,13.31,1.68,41.66,34.71
37939,2026-06-22,Monday,June     ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,5.57,12.00,12.98,0.00,12.98,1.56,11.42,2.33,64.90,57.10
10199,2026-06-22,Monday,June     ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,27.32,95.00,63.87,0.00,63.87,7.65,56.22,2.34,40.34,35.51
19979,2026-06-22,Monday,June     ,2026,8,Airport,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,13.22,38.00,34.67,0.00,34.67,3.70,30.97,2.62,54.74,48.90
47591,2026-06-22,Monday,June     ,2026,4,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,1.34,4.00,2.89,0.00,2.89,0.38,2.51,2.16,43.35,37.72
1318,2026-06-22,Monday,June     ,2026,7,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,27.62,77.00,48.75,0.00,48.75,7.73,41.02,1.77,37.99,31.96
47836,2026-06-22,Monday,June     ,2026,21,Airport,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,12.37,41.00,30.08,0.00,30.08,3.46,26.62,2.43,44.02,38.95
37226,2026-06-22,Monday,June     ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,5.45,22.00,12.14,0.00,12.14,1.53,10.61,2.23,33.11,28.95
3233,2026-06-22,Monday,June     ,2026,0,Airport,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,3.82,16.00,6.96,0.00,6.96,1.07,5.89,1.82,26.10,22.09
14169,2026-06-22,Monday,June     ,2026,1,Premium,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,4.39,20.00,11.38,0.00,11.38,1.23,10.15,2.59,34.14,30.45
28509,2026-06-22,Monday,June     ,2026,7,Business,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,10.92,48.00,28.32,0.00,28.32,3.06,25.26,2.59,35.40,31.58
20693,2026-06-22,Monday,June     ,2026,11,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,13.82,67.00,27.37,0.00,27.37,3.87,23.50,1.98,24.51,21.05
31872,2026-06-21,Sunday,June     ,2026,19,Premium,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,6.84,30.00,17.28,0.00,17.28,1.92,15.36,2.53,34.56,30.73
20036,2026-06-21,Sunday,June     ,2026,18,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,12.80,56.00,18.43,0.00,18.43,3.58,14.85,1.44,19.75,15.91
7071,2026-06-21,Sunday,June     ,2026,23,Standard,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,3.99,17.00,9.73,0.00,9.73,1.12,8.61,2.44,34.34,30.40
6673,2026-06-21,Sunday,June     ,2026,14,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,1.65,6.00,2.21,0.00,2.21,0.46,1.75,1.34,22.10,17.48
40510,2026-06-21,Sunday,June     ,2026,21,Airport,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,28.64,137.00,76.00,0.00,76.00,8.02,67.98,2.65,33.28,29.77
17488,2026-06-21,Sunday,June     ,2026,1,Premium,Trafford Centre,Suburban,Trafford Centre,Suburban,Non-Airport Trip,28.49,116.00,56.77,0.00,56.77,7.98,48.79,1.99,29.36,25.24
14595,2026-06-21,Sunday,June     ,2026,18,Business,Old Trafford,Suburban,Old Trafford,Suburban,Non-Airport Trip,9.49,20.00,13.58,0.00,13.58,2.66,10.92,1.43,40.74,32.77
21018,2026-06-21,Sunday,June     ,2026,17,Business,Salford Quays,City Centre,Salford Quays,City Centre,Non-Airport Trip,21.38,87.00,36.96,0.00,36.96,5.99,30.97,1.73,25.49,21.36
11656,2026-06-21,Sunday,June     ,2026,6,Business,Stockport,Suburban,Stockport,Suburban,Non-Airport Trip,30.70,65.00,80.95,0.00,80.95,8.60,72.35,2.64,74.72,66.79
21382,2026-06-21,Sunday,June     ,2026,17,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,16.93,76.00,41.91,0.00,41.91,4.74,37.17,2.48,33.09,29.34
27392,2026-06-21,Sunday,June     ,2026,3,Standard,Piccadilly,City Centre,Piccadilly,City Centre,Non-Airport Trip,25.48,97.00,39.60,0.00,39.60,7.13,32.47,1.55,24.49,20.08
45358,2026-06-21,Sunday,June     ,2026,13,Business,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,5.50,25.00,8.30,0.00,8.30,1.54,6.76,1.51,19.92,16.22
38916,2026-06-21,Sunday,June     ,2026,2,Standard,MediaCityUK,City Centre,MediaCityUK,City Centre,Non-Airport Trip,16.12,55.00,27.87,0.00,27.87,4.51,23.36,1.73,30.40,25.48
45633,2026-06-21,Sunday,June     ,2026,7,Business,Manchester Airport,Airport,Manchester Airport,Airport,Airport Trip,22.75,97.00,46.60,0.00,46.60,6.37,40.23,2.05,28.82,24.88
35627,2026-06-21,Sunday,June     ,2026,1,Premium,Deansgate,City Centre,Deansgate,City Centre,Non-Airport Trip,26.47,76.00,71.84,0.00,71.84,7.41,64.43,2.71,56.72,50.86
